key,value
8476925,Colton Sissons
8476887,Filip Forsberg
8476447,Miikka Salomaki
8476892,Colton Parayko
8476857,Pontus Aberg
8477942,Kevin Fiala
8475766,Austin Watson
8476855,Nail Yakupov
8477240,Carter Rowney
8476779,Brad Hunt
8478042,Viktor Arvidsson
8475218,Mattias Ekholm
8476989,Petteri Lindbohm
8477482,Zach Sanford
8475868,Anthony Bitetto
8477964,Ivan Barbashev
8474715,Cam Atkinson
8475793,Ryan Johansen
8476441,Joel Edmundson
8476992,Marek Mazanec
8476877,Jordan Schmaltz
8477919,Frederick Gaudreau
8477982,Jack Dougherty
8475774,Petter Granberg
8477634,Trevor Murphy
8478851,Alexandre Carrier
8477973,Vladislav Kamenev
8471760,Cody Bass
8478550,Artemi Panarin
8476979,Erik Gustafsson
8475209,Richard Panik
8477952,Robby Fabbri
8471217,Andrew Ladd
8471185,Curtis Glencross
8469476,Tim Gleason
8477939,William Nylander
8475716,Martin Marincin
8476941,Connor Carrick
8477953,Kasperi Kapanen
8479318,Auston Matthews
8476410,Josh Leivo
8478373,Nikita Soshnikov
8475786,Zach Hyman
8476853,Morgan Rielly
8477015,Connor Brown
8479458,Nikita Zaitsev
8476289,Alexey Marchenko
8475792,Brett Connolly
8478483,Mitchell Marner
8476905,Chandler Stephenson
8469608,Mike Smith
8471469,Pekka Rinne
8470216,Josh Harding
8469732,Joey MacDonald
8474720,Brett Hextall
8474573,Josh Bailey
8474488,Matt Climie
8477293,Antti Raanta
8471227,Devan Dubnyk
8479294,Kevin Boyle
8474611,Cameron Gaunce
8475233,David Savard
8477495,Seth Jones
8478460,Zach Werenski
8476341,Anton Forsberg
8478541,Markus Hannikainen
8478426,Paul Bittner
8478567,Dean Kukan
8479411,Vitaly Abramov
8477430,Nick Moutrey
8477638,Jordan Maletta
8476391,TJ Tynan
8475829,John Ramage
8479032,Justin Scott
8476852,Griffin Reinhart
8471251,Justin Peters
8476147,Kael Mouillierat
8476429,Scott Mayfield
8478493,Joel Eriksson Ek
8479443,Sam Anas
8476372,Nick Seeler
8476219,Patrick Cannone
8477949,Alex Tuch
8477006,Christoph Bertschy
8478501,Gustav Bouramman
8476330,Adam Wilcox
8475876,Zane McIntyre
8478010,Brayden Point
8477454,Adam Erne
8476285,Matthew Peca
8478866,Dominik Simon
8477520,Jean-Sebastien Dea
8478466,Daniel Sprong
8476963,Sean Maguire
8471331,Kevin Porter
8471715,Ondrej Pavelec
8470828,Toby Enstrom
8473412,Bryan Little
8474074,Paul Postma
8470834,Dustin Byfuglien
8477429,Andrew Copp
8476460,Mark Scheifele
8469531,Jay Harrison
8471218,Blake Wheeler
8476945,Connor Hellebuyck
8470289,Jim Slater
8474603,Eric O'Dell
8473482,Jiri Tlusty
8478137,Jiri Sekac
8471385,Adam Pardy
8476392,Adam Lowry
8469501,Chris Thorburn
8470614,Mark Stuart
8476885,Jacob Trouba
8475279,Ben Chiarot
8474061,Anthony Peluso
8475958,Michael Sgarbossa
8477940,Nikolaj Ehlers
8477034,Jaycob Megna
8474620,Danny Kristo
8477221,Tommy Hughes
8477413,Sven Andrighetto
8477214,Conor Allen
8470263,David Leneveu
8455919,Craig Conroy
8477234,Troy Grosenick
8470180,Eric Nystrom
8477180,Aaron Dell
8477509,Mirco Mueller
8477958,Nikolay Goldobin
8476624,Barclay Goodrow
8477846,Ryan Carpenter
8470714,Corey Potter
8474674,James Wright
8477936,Michael Dal Colle
8475845,Justin Florek
8476207,Brian Gibbons
8475834,Marcus Sorensen
8477415,Anton Slepyshev
8477934,Leon Draisaitl
8476988,Matt Benning
8476454,Ryan Nugent-Hopkins
8478414,Timo Meier
8479465,Drake Caggiula
8478099,Kevin Labanc
8476472,Oscar Klefbom
8476915,Jujhar Khaira
8476336,Iiro Pakarinen
8477498,Darnell Nurse
8474586,Jordan Eberle
8478402,Connor McDavid
8477851,Jordan Oesterle
8475842,Sam Carrick
8476866,Nicolas Kerdiles
8479368,Max Jones
8479351,Sam Steel
8476822,Luke Glendening
8476430,Tomas Jurco
8477946,Dylan Larkin
8475800,Teemu Pulkkinen
8476960,Andreas Athanasiou
8475852,Petr Mrazek
8477589,Ronalds Kenins
8477500,Bo Horvat
8476452,Tyler Wotherspoon
8474038,Paul Byron
8478477,Mitchell Stephens
8475213,Drew Shore
8476440,Markus Granlund
8477591,Josh Jooris
8471403,Karri Ramo
8475299,Joni Ortio
8476466,Sven Baertschi
8476967,Brett Kulak
8475833,Bill Arnold
8476890,Patrick Sieloff
8474837,Mark Cundari
8475844,Kenny Agostino
8476505,Turner Elson
8477913,David Wolf
8475733,Max Reinhart
8476950,Ryan Culkin
8477486,Emile Poirier
8477424,Juuse Saros
8476970,Andrew O'Brien
8477863,Ryan Faragher
8477489,Keegan Kanzig
8475361,Jonas Gustavsson
8475157,Landon Ferraro
8479325,Charlie McAvoy
8476374,Sean Kuraly
8478559,Matthew O'Connor
8477433,Ben Harpur
8478400,Colin White
8478366,Frank Vatrano
8478443,Brandon Carlo
8478569,Noel Acciari
8477956,David Pastrnak
8478416,Erik Cernak
8477966,Dominik Masin
8476476,Joe Morrow
8476279,Jyrki Jokipakka
8474018,Christopher DiDomenico
8478417,Jakob Forsbacka Karlsson
8477213,Tim Schaller
8476288,Ryan Dzingel
8474062,Riley Nash
8476876,Malcolm Subban
8479378,Logan Stanley
8475321,Phil Varone
8476891,Matt Grzelcyk
8477426,Nick Paul
8474019,Tommy Cross
8477971,Andreas Englund
8476323,Max McCormick
8478435,Dan Vladar
8474152,Scott Darling
8475192,Taylor Beck
8477920,Johan Alm
8473921,Joe Piskula
8475917,Jason Akeson
8470816,Jay Rosehill
8475723,Petr Straka
8477190,Brandon Alderson
8471186,Yann Danis
8476763,Calvin Heeter
8479482,Michal Kempny
8477951,Nick Schmaltz
8478528,Tanner Kero
8476994,Vinnie Hinostroza
8477401,John Hayden
8478055,Gustav Forsling
8477929,Dennis Rasmussen
8471301,Jeff Glass
8478393,Kyle Baun
8477353,Tyler Motte
8477476,Artturi Lehkonen
8478561,Andreas Martinsen
8477402,Pavel Buchnevich
8477446,Michael McCarron
8476918,Jimmy Vesey
8475869,Brandon Davidson
8469492,Fedor Tyutin
8474130,Corey Tropp
8477573,Nathan Walker
8471348,Nikita Nikitin
8474774,Dalton Prout
8471371,Mike Brown
8477227,Eriah Hayes
8477050,Jamie Phillips
8470626,Loui Eriksson
8476443,Xavier Ouellet
8476896,Jake Paterson
8474048,Keith Aulie
8476412,Jordan Binnington
8475671,Matt Fraser
8476922,Boo Nieves
8475789,Jack Campbell
8475310,Curtis McKenzie
8477945,Julius Honka
8475896,Brendan Ranford
8475413,Justin Dowling
8477450,Jason Dickinson
8477931,Tomas Nosek
8477983,Maxim Letunov
8475169,Evander Kane
8480263,Dylan Ferguson
8477478,William Carrier
8477046,Joakim Ryan
8479580,Dylan Gambrell
8475750,Jon Merrill
8480373,Josef Korenar
8475841,Tim Heed
8477312,Antoine Bibeau
8476509,Maxime Lagace
8478434,Keegan Kolesar
8476987,Jake Bischoff
8479980,Nicolas Hague
8476870,Stefan Matteau
8480018,Nick Suzuki
8479996,Cody Glass
8476407,Andy Welinski
8478873,Troy Terry
8477969,Marcus Pettersson
8478491,Jacob Larsson
8476329,Travis Boyd
8480186,Alexander Volkov
8480143,Jakub Jerabek
8478472,Mathieu Joseph
8478519,Anthony Cirelli
8477944,Jakub Vrana
8478049,Ben Thomas
8477831,Pheonix Copley
8477314,Brian Pinho
8479410,Mikhail Sergachev
8477474,Madison Bowey
8478063,Shane Gersich
8479400,Pierre-Luc Dubois
8470085,Paul Ranger
8477978,Ryan Collins
8480162,Matiss Kivlenieks
8477387,Emil Pettersson
8478398,Kyle Connor
8477504,Josh Morrissey
8479329,Frederic Allard
8479293,Brandon Tanev
8477715,Tyler Gaudet
8476469,Joel Armia
8477359,Tucker Poolman
8479339,Patrik Laine
8478458,Jack Roslovic
8480009,Eeli Tolvanen
8477448,Marko Dano
8477380,Jonny Brodzinski
8480147,Oscar Fantenberg
8476983,Paul LaDue
8480113,Alex Iafallo
8477960,Adrian Kempe
8476356,Tobias Rieder
8478020,Michael Amadio
8477987,Ryan Donato
8478046,Danton Heinen
8478498,Jake DeBrusk
8478512,Austin Czarnik
8475648,Chris Breen
8478485,Zach Senyshyn
8477320,Anton Blidh
8477529,Colby Cave
8478415,Jakub Zboril
8477948,Travis Sanheim
8478439,Travis Konecny
8479974,Nolan Patrick
8479944,Zach Aston-Reese
8478500,Ivan Provorov
8478067,Oskar Lindblom
8476923,Damon Severson
8477463,Steven Santini
8479407,Jesper Bratt
8477425,Miles Wood
8478401,Pavel Zacha
8477355,Will Butcher
8476399,Blake Coleman
8480002,Nico Hischier
8475791,Taylor Hall
8476370,Blake Pietila
8480081,Michael Kapla
8479415,Michael McLeod
8479250,Nick Lappin
8473614,Richard Bachman
8479291,Kevin Rooney
8479315,Joey Anderson
8480073,Erik Brannstrom
8477464,Nic Petan
8478031,Nelson Nogier
8478915,Sami Niku
8477076,JC Lipon
8475815,Julian Melchiori
8477962,Brendan Lemieux
8477440,Jan Kostalek
8478891,Mason Appleton
8477480,Eric Comrie
8478029,Chase De Leo
8478424,Jansen Harkins
8476617,Tomas Hyka
8477341,Andreas Johnsson
8478408,Travis Dermott
8470147,Curtis McElhinney
8480356,Kyle Keyser
8477021,Alexander Kerfoot
8478073,Anton Lindholm
8477507,Nikita Zadorov
8479370,Tyson Jost
8476952,Dominic Toninato
8477456,J.T. Compher
8479398,Samuel Girard
8478420,Mikko Rantanen
8477484,Spencer Martin
8479454,Lukas Bengtsson
8476927,Teddy Blueger
8480341,Adam Johnson
8476974,Thomas Di Pauli
8476388,Andrey Pedan
8476465,Ryan Murphy
8477369,Carson Soucy
8478413,Jordan Greenway
8480082,Justin Kloos
8476415,Kyle Rau
8479734,Brennan Menell
8474005,Alex Grant
8480020,Ivan Lodnia
8471832,Nick Drazenovic
8474744,Sean Collins
8474121,Colton Gillies
8473610,Bobby Sanguinetti
8470302,Patrick Dwyer
8475784,Jeff Skinner
8474135,Brett Bellemore
8469462,Tuomo Ruutu
8474137,Drayson Bowman
8470137,Joni Pitkanen
8470283,Tim Brent
8469812,Chad LaRose
8475296,Mitch Callahan
8470093,Mike McKenna
8471280,Nick Johnson
8469664,David Moss
8475275,Patrick Wey
8473953,Derek Smith
8471222,Ladislav Smid
8476043,Ben Street
8475796,Mark Pysyk
8476834,Roman Cervenka
8467338,Alex Tanguay
8476390,Joseph Cramarossa
8475119,Zach Sill
8471219,Al Montoya
8474012,John Albert
8471482,Grant Clitsome
8470309,Ryan Whitney
8474201,Pierre-Cedric Labrie
8470685,Alexander Sulzer
8476878,Zemgus Girgensons
8474059,Linus Omark
8474705,Mark Olver
8470189,David Van Der Gulik
8474030,Aaron Palushaj
8469467,Chuck Kobasew
8470867,Troy Bodie
8469752,Pascal Pelletier
8474601,Yann Sauve
8471323,Ryan Jones
8471402,Lennart Petrell
8473525,Theo Peckham
8473942,Trevor Smith
8475154,Carter Ashton
8476827,Chad Billins
8476423,Reid Boucher
8475808,Michael Chaput
8476819,Jeremy Welsh
8469460,Mike Komisarek
8474113,TJ Brennan
8474593,Jacob Markstrom
8473867,Greg Rallo
8473526,Peter Mueller
8476765,Mike Halmo
8475681,Ben Scrivens
8474567,Zach Bogosian
8477847,Bryce Van Brabant
8475196,Ben Hanowski
8474606,Colby Robak
8466398,Tom Kostopoulos
8474554,Eric Selleck
8474707,Philip Larsen
8476179,Will Acton
8477289,Anton Belov
8473989,Luke Gazdic
8474597,Cody Goloubef
8473647,Frédéric St-Denis
8476888,Mikhail Grigorenko
8468520,Kurtis Foster
8467353,Nik Antropov
8475788,Alexander Burmistrov
8470774,Bruno Gervais
8476451,Lucas Lessio
8476166,Taylor Fedun
8475266,Tomas Vincour
8470265,Anton Babchuk
8471321,Brett Carson
8474844,Carter Bancks
8474049,Akim Aliu
8475264,Roman Horak
8474609,Luke Adam
8473459,Arturs Kulda
8471451,Aaron Gagnon
8468704,Antti Miettinen
8471807,Tom Wandell
8475198,Joonas Nattinen
8468660,Darcy Hordichuk
8474719,Teemu Hartikainen
8476849,Harri Pesonen
8471683,Brian Lee
8475728,Johan Larsson
8475753,Justin Faulk
8477496,Elias Lindholm
8474576,Zach Boychuk
8470320,Cam Ward
8468481,Rick DiPietro
8475194,Philip Samuelsson
8477814,Kevin Czuczman
8477832,Cody Kunyk
8471474,Travis Morin
8475889,Patrick Holland
8474616,Patrice Cormier
8474743,Zach Redmond
8475567,Julien Brouillette
8471220,Rostislav Olesz
8476839,Viktor Fasth
8475309,Jerry D'Amigo
8471705,Brendan Mikkelson
8475304,Scott Timmins
8477811,Ryan Haggerty
8475252,Matt Hackett
8476914,Joonas Korpisalo
8477816,Michael Zalewski
8476931,Jake McCabe
8476319,Nathan Lieuwen
8477499,Rasmus Ristolainen
8473734,Tim Wallace
8470777,Francis Wathier
8475332,Adam Almquist
8477245,Eric Hartzell
8470896,Steve MacIntyre
8477666,Simon Moser
8477836,Matt Carey
8474661,Michal Jordan
8475159,Carl Klingberg
8473416,Michael Caruso
8468745,Jean-Philippe Cote
8475260,Corban Knight
8470268,Denis Grebeshkov
8474748,Andrew MacWilliam
8475752,Tyler Pitlick
8475395,Matthew Konan
8469798,Maxime Fortunus
8475680,Jussi Rynnas
8475190,Jamie Devane
8473505,Peter LeBlanc
8473616,Jonathan Rheault
8468382,Rob Laurie
8470798,Dylan Reese
8472365,Bobby Robins
8474052,Chris Terry
8471708,Ryan Stoa
8471912,Kevin Henderson
8476835,Daniel Bang
8475893,Joonas Rask
8473638,Cedrick Desjardins
8476846,Cristopher Nilstorp
8475241,Sergey Andronov
8477082,Dmitry Korobov
8476522,Adam Payerl
8471312,JT Wyman
8477228,Matt Lindblad
8470704,Jamie Tardif
8474035,Bill Sweatt
8477199,Zach Sikich
8470065,Ryan Craig
8471853,Nicolas Blanchard
8474615,Jared Staal
8476805,Spencer Abbott
8474236,Brett Gallant
8479588,Nolan Stevens
8471433,Daniel Taylor
8476304,David Broll
8477460,Laurent Dauphin
8475902,Zach Trotman
8476411,Jonathan Racine
8476450,Ryan Sproul
8474254,John Kurtz
8475303,Connor Knapp
8476086,Justin Johnson
8474754,Joacim Eriksson
8476227,Joe Whitney
8476435,Alex Khokhlachev
8474939,Mark Van Guilder
8467543,Toby Petersen
8470366,Martin St Pierre
8476437,Victor Rask
8475250,Andrej Nestrasil
8476769,Bobby Farnham
8474793,Justin Hodgman
8476363,Brian Ferlin
8477510,Kerby Rychel
8477902,Dennis Everberg
8470152,Joakim Lindstrom
8476214,Brandon DeFazio
8475732,Danny Biega
8475294,Rasmus Rissanen
8476495,Seth Griffith
8475274,Seth Helgeson
8477070,Liam O'Brien
8474516,Bryan Lerg
8476478,Stuart Percy
8475996,Brendan Shinnimin
8475826,Justin Shugg
8476397,Keegan Lowe
8477407,Anthony Duclair
8476426,David Musil
8475734,Curtis Hamilton
8467972,Rob Zepp
8473415,Alex Biega
8478376,Casey Bailey
8476868,Henrik Samuelsson
8477933,Sam Reinhart
8477916,Borna Rendulic
8477914,Roman Will
8476549,Daniil Tarasov
8475980,Brody Sutter
8477887,Patrick Brown
8477249,Andrew Miller
8476921,Jordan Martinook
8476339,Dominik Uher
8476944,Brendan Woods
8475712,Taylor Aronson
8475781,Tyler Bunz
8477127,Raman Hrabarenka
8477092,Andrey Makarov
8477410,Bogdan Yakimov
8477084,Mackenzie Skapski
8479648,Roman Lyubimov
8479268,Casey Nelson
8479755,Victor Antipin
8478403,Jack Eichel
8478542,Evan Rodrigues
8477488,Brett Pesce
8478396,Noah Hanifin
8476858,Phillip Di Giuseppe
8476958,Jaccob Slavin
8476971,Kevin Roy
8476873,Mark Jankowski
8477903,Garnet Hathaway
8477957,Nikita Scherbak
8478963,Ryan Johnston
8476352,Michael Mersch
8475278,Byron Froese
8477937,Jake Virtanen
8477018,Ben Hutton
8478444,Brock Boeser
8479290,Kalle Kossila
8478842,Andrei Mironov
8478421,A.J. Greer
8478928,Sergei Plotnikov
8476902,Esa Lindell
8476966,Gemel Smith
8477461,Remi Elie
8476913,Devin Shore
8475343,Nic Dowd
8478463,Anthony Beauvillier
8479206,Tanner Fritz
8479345,Jakob Chychrun
8478432,Christian Fischer
8479343,Clayton Keller
8480222,Sebastian Aho
8477943,Brendan Perlini
8477503,Max Domi
8477527,Ross Johnston
8477989,Christian Dvorak
8478445,Mathew Barzal
8478474,Lawson Crouse
8478440,Dylan Strome
8479483,Yohann Auvitu
8478566,Sergey Kalinin
8478397,Rasmus Andersson
8477938,Haydn Fleury
8478427,Sebastian Aho
8477458,Valentin Zykov
8479344,Jesse Puljujarvi
8478451,Ethan Bear
8476934,Brock McGinn
8476416,Dillon Simpson
8478585,Derek Ryan
8477010,Joseph Blandisi
8479316,Luke Kunin
8480158,Andreas Borgman
8475292,Tyler Randell
8479376,Victor Mete
8477810,Joel Hanley
8475736,Connor Brickley
8477453,Chris Bigras
8479442,Troy Stecher
8479292,Charlie Lindgren
8477642,Rinat Valiev
8478454,Noah Juulsen
8477003,Riley Barber
8474149,Evgenii Dadonov
8477955,Jared McCann
8477346,MacKenzie Weegar
8478843,Denis Malgin
8479553,Maxim Mamin
8477452,Ian McCoshen
8477512,Frederik Gauthier
8478233,Andrew Mangiapane
8476924,Martin Frk
8478562,Jakub Nakladal
8475324,Nick Jensen
8477511,Anthony Mantha
8478075,Anders Bjork
8477959,Joshua Ho-Sang
8478859,Niko Mikkola
8476999,Linus Ullmark
8480072,Lias Andersson
8476303,Rob O'Gara
8477337,John Gilmour
8480145,Neal Pionk
8480382,Alexandar Georgiev
8480078,Filip Chytil
8478449,Roope Hintz
8477997,Nikita Tryamkin
8475210,Anton Rodin
8476200,Paul Thompson
8477471,Dillon Heatherington
8478469,Thomas Chabot
8476396,Steven Fogarty
8478564,Joonas Kemppainen
8480144,David Kampf
8479337,Alex DeBrincat
8480153,Victor Ejdsell
8480172,Jan Rutta
8478407,Vince Dunn
8479420,Tage Thompson
8480761,Mitch Reinke
8478106,Dylan Sikura
8479595,Blake Hillman
8477472,Carl Dahlstrom
8478146,Matthew Highmore
8476343,Garret Sparks
8477491,Nicholas Baptiste
8480727,Zach Whitecloud
8478488,Filip Chlapik
8477479,Tyler Bertuzzi
8479115,Jorge Alves
8475982,Erik Burgdoerfer
8476894,Brendan Leipsic
8478584,Vojtech Mozik
8478495,Denis Gurianov
8476982,Danny O'Regan
8476910,Scott Kosmachuk
8477473,Justin Bailey
8480015,Owen Tippett
8478999,Niklas Treutle
8479511,Janne Kuokkanen
8480039,Martin Necas
8477445,Hunter Shinkaruk
8477427,Tobias Lindberg
8474131,Mario Kempe
8480157,Calle Rosen
8465024,Jon Sim
8475809,Scott Wedgewood
8475836,Alex Friesen
8479968,Vinni Lettieri
8477541,Dakota Mermis
8476766,Cole Schneider
8476401,Daniel Catenacci
8479066,Ryan Lomberg
8477033,Viktor Loov
8479496,David Rittich
8476425,Joseph LaBate
8478211,Dryden Hunt
8477998,Warren Foegele
8478846,Christian Wolanin
8477981,Roland McKeown
8475328,Ben Sexton
8479193,Casey DeSmith
8474698,Brent Regner
8475263,Wade Megan
8478104,Sammy Blais
8476414,Alexandre Grenier
8477961,John Quenneville
8480087,Mike Vecchione
8478431,Evgeny Svechnikov
8478027,Lucas Wallmark
8477466,Nick Sorensen
8480762,Eric Robinson
8477392,Hudson Fasching
8479304,Kyle Criscuolo
8479969,Griffen Molino
8475597,Shane Harper
8477583,Curtis Valk
8476322,Chase Balisy
8476020,Andrew Crescenzi
8477417,Peter Cehlarik
8478476,Kyle Capobianco
8475782,Morgan Ellis
8473440,Will O'Neill
8478447,Nicholas Merkley
8478268,Jack Rodewald
8476526,Ben Thomson
8478371,Matt Lorito
8476418,Robbie Russo
8477399,Tyrell Goulbourne
8479404,Henrik Borgstrom
8479249,Andrew Poturalski
8478870,Rudolfs Balcers
8475436,Mike Liambas
8480771,Daniel Brickley
8480776,Sheldon Rempal
8480163,Philip Holm
8477994,Dominic Turgeon
8477041,Brady Austin
8478874,Adam Gaudette
8477085,Ashton Sautner
8479977,Kailer Yamamoto
8479366,Logan Brown
8480083,C.J. Smith
8479423,Alexander Nylander
8477428,Justin Auger
8478425,Brendan Guhle
8476309,Jason Kasdorf
8475756,John McFarland
8478176,Joe Hicketts
8480164,Henrik Haapala
8477566,Sergey Tolchinsky
8478868,Christian Jaros
8480029,Alex Formenton
8476953,Trevor Carrick
8478480,Blake Speers
8477990,Brandon Halverson
8473431,Bud Holloway
8477390,Ben Betker
8478499,Adin Hill
8480420,Collin Delia
8479138,Scott Foster
8476006,Brenden Kichton
8477881,Connor Jones
8479650,Vadim Shipachyov
8480330,Spencer Foo
8478462,Nicolas Roy
8475611,Zane Kalemba
8477967,Thatcher Demko
8477391,Sean Malone
8477441,Jordan Subban
8478965,Ken Appleby
8479999,Casey Mittelstadt
8475291,Garrett Mitchell
8477449,Morgan Klimchuk
8478013,Jake Walman
8478365,Danick Martel
8479613,Giovanni Fiore
8480718,Ben Wexler
8479252,Dan Renouf
8477028,Nick Ebert
8475718,Justin Holl
8480524,Tyler Stewart
8477968,Alex Nedeljkovic
8477483,Yan Pavel Laplante
8478430,Oliver Kylington
8478565,Matthias Plachta
8478024,Ville Husso
8476511,Samuel Henley
8478839,Aleksi Saarela
8477091,Evan McEneny
8476986,Marek Langhamer
8480829,Jesperi Kotkaniemi
8480943,Igor Ozhiganov
8480944,Par Lindholm
8480001,Urho Vaakanainen
8479346,Dillon Dube
8479976,Juuso Valimaki
8480012,Elias Pettersson
8480031,Max Comtois
8480965,Antti Suomela
8480748,Kiefer Sherwood
8478078,Rourke Chartier
8480806,Isac Lundestrom
8480160,Radim Simek
8480839,Rasmus Dahlin
8480945,Juuso Riikola
8480830,Andrei Svechnikov
8479353,Brett Howden
8477366,Luke Johnson
8480801,Brady Tkachuk
8480946,Dominik Kahun
8479320,Maxime Lajoie
8480035,Henri Jokiharju
8479425,Filip Hronek
8478036,Christoffer Ehn
8480161,Libor Sulak
8479992,Michael Rasmussen
8479395,Dennis Cholowski
8479385,Jordan Kyrou
8480023,Robert Thomas
8480005,Kristian Vesalainen
8480849,Barrett Hayton
8480036,Miro Heiskanen
8480950,Ilya Lyubushkin
8480326,Sheldon Dries
8478844,Mikhail Vorobyev
8478455,Austin Wagner
8479994,Jaret Anderson-Dolan
8480803,Evan Bouchard
8479439,Jacob MacDonald
8479644,Matt Luff
8477996,Juho Lammikko
8479657,Alexandre Fortin
8480955,Bogdan Kiselevich
8478129,Jeff Taylor
8478056,Clark Bishop
8480336,Sean Walker
8480948,Egor Yakovlev
8478465,Guillaume Brisebois
8477979,Nicolas Aube-Kubel
8478881,Brett Seney
8479675,Trevor Moore
8478399,Jonas Siegenthaler
8479416,Ben Gleason
8480112,Hunter Miska
8477361,Cal Petersen
8480208,Drake Batherson
8477365,Connor Clifton
8479945,Gavin Bayreuther
8480436,Cole Kehler
8479466,Patrick Russell
8479372,Josh Mahura
8480780,Lukas Radil
8479016,Landon Bow
8480935,Lawrence Pilut
8479364,Timothy Gettinger
8479402,Jake Bean
8478409,Anthony Richard
8475277,Edward Pasquale
8478856,Conor Garland
8478097,Reid Duke
8477357,Saku Maenalanen
8478047,Michael Bunting
8479447,Anthony Greco
8478452,Caleb Jones
8477963,Jayce Hawryluk
8477343,Tyler Lewington
8478406,Mackenzie Blackwood
8479394,Carter Hart
8478038,Devon Toews
8480925,Pavel Francouz
8480954,Jacob Nilsson
8477405,Marcus Hogberg
8481186,Logan O'Connor
8479970,Joseph Gambardella
8478136,Jacob Middleton
8476907,Mackenzie MacEachern
8478831,Kevin Stenlund
8478949,Kole Sherwood
8479324,Ryan Lindgren
8477384,Josh Brown
8479414,Nathan Bastian
8476278,Colin Blackwell
8479365,Trent Frederic
8479026,Philippe Myers
8480022,Michael Dipietro
8479772,Zack MacEwen
8480901,Karson Kuhlman
8480769,Joel L'Esperance
8478911,Matt Roy
8477680,Josh Currie
8480821,Filip Zadina
8479388,Riley Stillman
8479333,Libor Hajek
8478470,Sam Montembeault
8479330,Brandon Gignac
8479336,Carl Grundstrom
8470705,Corey Locke
8471634,Ryan Shannon
8469461,Pascal Leclaire
8471368,Roman Wick
8469670,Marek Svatos
8468789,Jason Williams
8467519,Karlis Skrastins
8480363,Kaden Fulcher
8468506,Brian Sutherby
8469584,Joel Perrault
8474762,Stefan Della Rovere
8471692,Ryan Parent
8467915,Mike Commodore
8467927,Andrew Hutchinson
8467579,Trevor Gillies
8469684,Milan Jurcina
8473501,Ty Wishart
8474731,Justin DiBenedetto
8474063,Mark Katic
8474557,Anssi Salmela
8470661,Jean-Francois Jacques
8470687,Zack Stortini
8471689,Ryan O'Marra
8470986,Darryl Boyce
8471187,Brett Lebda
8469464,Fredrik Sjostrom
8467943,Niklas Hagman
8467466,Trent Hunter
8474139,Maxime Macenauer
8474566,Nikita Filatov
8470649,Patrick O'Sullivan
8471697,Niclas Bergfors
8469647,Derek Boogaard
8469505,Noah Welch
8470578,Freddy Meyer
8471324,Liam Reddox
8468166,Curtis Sanford
8468887,Warren Peters
8473605,Alexander Vasyunov
8471508,Olivier Magnan
8476764,Jack Maclellan
8470680,Ryan Potulny
8471978,Brett Festerling
8471694,Kenndal McArdle
8472379,Tim Stapleton
8473493,Ben Maxwell
8470780,Mark Flood
8474128,Milan Kytnar
8474575,Colten Teubert
8470623,Shawn Belle
8474730,Jonas Holos
8470697,Philippe Dupuis
8468626,David Koci
8474587,Greg Nemisz
8467502,Ales Kotalik
8470580,Jed Ortmeyer
8470988,Bryan Rodney
8474042,Cody Almond
8471413,Mike Vernace
8474085,Johan Harju
8474592,Philip McRae
8469152,Ty Conklin
8468881,Jason Jaffray
8470136,Nathan Oystrick
8471310,Dustin Boyd
8472262,Clay Wilson
8471399,Robbie Earl
8471238,Rob Schremp
8470651,Jeremy Colliton
8468646,Nolan Schaefer
8470072,Petr Prucha
8469516,Brendan Bell
8470708,Guillaume Desbiens
8473444,Jon Matsumoto
8471868,Ryan Russell
8475104,Evan Oberg
8474057,Allen York
8467453,Andrew Raycroft
8476225,Mike Connolly
8470741,Nigel Dawes
8474153,Michal Repik
8472361,Bill Thomas
8474146,Spencer Machacek
8470086,Joe Callahan
8474222,Maxim Noreau
8471941,Mike Duco
8475372,Andreas Engqvist
8470113,John Zeiler
8470656,David Liffiton
8471395,Trevor Ludwig
8468502,David Hale
8471628,Rick Rypien
8469564,Richard Petiot
8469675,Martin Gerber
8470005,Mark Cullen
8474383,Joel Rechlicz
8470787,Drew Bagnall
8470800,Mike Brodeur
8467959,Sebastien Caron
8470605,Hugh Jessiman
8468599,Brian Fahey
8471730,Evan Brophey
8475087,Christian Hanson
8468432,Steve Reinprecht
8475679,Jarod Palmer
8469672,Aaron Voros
8469582,Colin Stuart
8468086,Alexandre Giroux
8467937,Michael Zigomanis
8470301,Andre Deveaux
8470321,Patrick Rissmiller
8475102,Travis Turnbull
8473456,Rhett Rakhshani
8470203,Greg Mauldin
8471846,Kris Fredheim
8476224,Chay Genoway
8474195,Maksim Mayorov
8474771,Peter Mannino
8473898,Paul Szczechura
8474046,Alex Plante
8470648,Stefan Meyer
8474693,Tomas Kubalik
8475641,Brendon Nash
8471223,Boris Valabik
8478916,Joey Daccord
8467906,Jonas Andersson
8474647,Ian Schultz
8469120,Raitis Ivanans
8471863,Mario Bliznak
8475677,Linus Klasen
8471848,Andrey Zubarev
8469716,Severin Blindenbacher
8467335,Mark Bell
8471728,Brodie Dupont
8476803,Shawn Hunwick
8468499,Krys Kolanos
8471822,Brian Foster
8476208,Matt Campanale
8471764,Patrick Davis
8475934,Dennis Endras
8471429,Tyler Eckford
8476243,Iiro Tarkki
